
=== attempt 1/600, success 0/200, seed=3000 ===
bimanual task: left tray push + right block place
tray start: [-0.04515761  0.14809546  0.018     ]
tray goal: [0.09473986 0.14809546 0.018     ]
block start: [-0.02140322 -0.13022647  0.025     ]
left approach waypoint: [-0.20315761  0.14809546  0.143     ]
left contact waypoint: [-0.20315761  0.14809546  0.043     ]
phase=tray_approach | L err=0.248 xy=0.167 z=0.183 | tray goal=0.140 | R err=0.299 grip=0.008 | block xy=0.249 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.279
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.047 grip=0.037 | block xy=0.010 z=0.010 | lift=0.015 speed=0.001 | tray_xy=0.027
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.047 grip=0.037 | block xy=0.010 z=0.009 | lift=0.015 speed=0.001 | tray_xy=0.027
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.047 grip=0.037 | block xy=0.010 z=0.009 | lift=0.015 speed=0.001 | tray_xy=0.027
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.047 grip=0.037 | block xy=0.010 z=0.009 | lift=0.015 speed=0.001 | tray_xy=0.027
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.047 grip=0.037 | block xy=0.010 z=0.009 | lift=0.015 speed=0.001 | tray_xy=0.027
phase transition: release -> retreat
phase=retreat | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.131 grip=0.037 | block xy=0.012 z=0.011 | lift=0.015 speed=0.054 | tray_xy=0.027
phase=retreat | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.126 grip=0.037 | block xy=0.013 z=0.015 | lift=0.018 speed=0.041 | tray_xy=0.025
phase=retreat | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.117 grip=0.037 | block xy=0.014 z=0.022 | lift=0.019 speed=0.015 | tray_xy=0.024
phase=retreat | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.109 grip=0.037 | block xy=0.014 z=0.030 | lift=0.019 speed=0.016 | tray_xy=0.024
phase=retreat | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.102 grip=0.037 | block xy=0.014 z=0.038 | lift=0.019 speed=0.011 | tray_xy=0.024
phase transition: retreat -> done
finished: tray_ok=True, block_ok=True, success=True
saved demonstration: demonstrations_lr_train_resume1\episode_0006.npz
kept successful episode: demonstrations_lr_train_resume1\episode_0006.npz

=== attempt 8/600, success 7/200, seed=3007 ===
bimanual task: left tray push + right block place
tray start: [-0.02653118  0.14838319  0.018     ]
tray goal: [0.11249054 0.14838319 0.018     ]
block start: [ 0.01103651 -0.12696766  0.025     ]
left approach waypoint: [-0.18453118  0.14838319  0.143     ]
left contact waypoint: [-0.18453118  0.14838319  0.043     ]
phase=tray_approach | L err=0.249 xy=0.168 z=0.183 | tray goal=0.139 | R err=0.275 grip=0.008 | block xy=0.219 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.278
phase=tray_approach | L err=0.249 xy=0.168 z=0.183 | tray goal=0.139 | R err=0.275 grip=0.008 | block xy=0.219 z=0.301 | lift=-0.000 speed=0.039 | tray_xy=0.278
phase=tray_approach | L err=0.216 xy=0.159 z=0.146 | tray goal=0.139 | R err=0.270 grip=0.008 | block xy=0.219 z=0.294 | lift=-0.001 speed=0.001 | tray_xy=0.278
phase=tray_approach | L err=0.181 xy=0.150 z=0.101 | tray goal=0.139 | R err=0.268 grip=0.008 | block xy=0.219 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.160 xy=0.142 z=0.074 | tray goal=0.139 | R err=0.268 grip=0.008 | block xy=0.219 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.133 xy=0.125 z=0.046 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.121 xy=0.116 z=0.035 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.110 xy=0.107 z=0.026 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.099 xy=0.098 z=0.016 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.088 xy=0.087 z=0.005 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.074 xy=0.073 z=0.014 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.067 xy=0.063 z=0.023 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_approach | L err=0.056 xy=0.048 z=0.030 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase transition: tray_approach -> tray_contact
phase=tray_contact | L err=0.067 xy=0.034 z=0.058 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase transition: tray_contact -> tray_push
phase=tray_push | L err=0.157 xy=0.154 z=0.033 | tray goal=0.139 | R err=0.267 grip=0.008 | block xy=0.219 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_push | L err=0.121 xy=0.120 z=0.019 | tray goal=0.107 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_push | L err=0.100 xy=0.099 z=0.006 | tray goal=0.087 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_push | L err=0.084 xy=0.084 z=0.011 | tray goal=0.072 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.281
phase=tray_push | L err=0.081 xy=0.079 z=0.017 | tray goal=0.069 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.282
phase=tray_push | L err=0.080 xy=0.078 z=0.017 | tray goal=0.068 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.282
phase=tray_push | L err=0.079 xy=0.078 z=0.017 | tray goal=0.068 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.282
phase=tray_push | L err=0.079 xy=0.077 z=0.016 | tray goal=0.068 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.282
phase=tray_push | L err=0.078 xy=0.076 z=0.016 | tray goal=0.067 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.283
phase=tray_push | L err=0.078 xy=0.076 z=0.016 | tray goal=0.067 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.283
phase=tray_push | L err=0.077 xy=0.075 z=0.016 | tray goal=0.067 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.283
phase=tray_push | L err=0.076 xy=0.075 z=0.016 | tray goal=0.066 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.283
phase=tray_push | L err=0.075 xy=0.074 z=0.015 | tray goal=0.066 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.283
phase=tray_push | L err=0.074 xy=0.072 z=0.015 | tray goal=0.065 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.283
phase=tray_push | L err=0.072 xy=0.071 z=0.015 | tray goal=0.064 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.284
phase=tray_push | L err=0.071 xy=0.070 z=0.014 | tray goal=0.062 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.284
phase=tray_push | L err=0.070 xy=0.068 z=0.014 | tray goal=0.060 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.285
phase=tray_push | L err=0.069 xy=0.067 z=0.014 | tray goal=0.059 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.286
phase=tray_push | L err=0.068 xy=0.067 z=0.014 | tray goal=0.057 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.286
phase=tray_push | L err=0.067 xy=0.066 z=0.014 | tray goal=0.056 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.286
phase=tray_push | L err=0.067 xy=0.066 z=0.014 | tray goal=0.056 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.286
phase=tray_push | L err=0.067 xy=0.065 z=0.014 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_push | L err=0.066 xy=0.065 z=0.014 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase transition: tray_push -> tray_retreat
phase=tray_retreat | L err=0.114 xy=0.009 z=0.113 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.116 xy=0.024 z=0.113 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.121 xy=0.040 z=0.114 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.123 xy=0.048 z=0.114 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.127 xy=0.057 z=0.114 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.131 xy=0.066 z=0.113 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.133 xy=0.070 z=0.112 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.131 xy=0.073 z=0.109 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.126 xy=0.073 z=0.103 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.118 xy=0.070 z=0.095 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.101 xy=0.063 z=0.079 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.092 xy=0.059 z=0.070 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.081 xy=0.054 z=0.060 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.078 xy=0.052 z=0.058 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.074 xy=0.049 z=0.055 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.070 xy=0.046 z=0.052 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=tray_retreat | L err=0.065 xy=0.043 z=0.049 | tray goal=0.055 | R err=0.266 grip=0.008 | block xy=0.219 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase transition: tray_retreat -> right_above
phase=right_above | L err=0.061 xy=0.040 z=0.046 | tray goal=0.055 | R err=0.244 grip=0.008 | block xy=0.202 z=0.273 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.059 xy=0.039 z=0.045 | tray goal=0.055 | R err=0.231 grip=0.008 | block xy=0.192 z=0.264 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.057 xy=0.037 z=0.044 | tray goal=0.055 | R err=0.217 grip=0.008 | block xy=0.181 z=0.256 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.056 xy=0.037 z=0.043 | tray goal=0.055 | R err=0.208 grip=0.008 | block xy=0.174 z=0.250 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.055 xy=0.036 z=0.042 | tray goal=0.055 | R err=0.200 grip=0.008 | block xy=0.168 z=0.245 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.054 xy=0.035 z=0.041 | tray goal=0.055 | R err=0.190 grip=0.008 | block xy=0.161 z=0.237 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.053 xy=0.034 z=0.040 | tray goal=0.055 | R err=0.179 grip=0.008 | block xy=0.153 z=0.229 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.051 xy=0.033 z=0.039 | tray goal=0.055 | R err=0.161 grip=0.008 | block xy=0.141 z=0.215 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.050 xy=0.032 z=0.038 | tray goal=0.055 | R err=0.142 grip=0.008 | block xy=0.128 z=0.199 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.049 xy=0.031 z=0.037 | tray goal=0.055 | R err=0.126 grip=0.008 | block xy=0.117 z=0.183 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.048 xy=0.031 z=0.037 | tray goal=0.055 | R err=0.115 grip=0.008 | block xy=0.110 z=0.171 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.048 xy=0.031 z=0.037 | tray goal=0.055 | R err=0.105 grip=0.008 | block xy=0.102 z=0.158 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.047 xy=0.030 z=0.036 | tray goal=0.055 | R err=0.091 grip=0.008 | block xy=0.091 z=0.136 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.047 xy=0.030 z=0.036 | tray goal=0.055 | R err=0.088 grip=0.008 | block xy=0.087 z=0.126 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.046 xy=0.030 z=0.036 | tray goal=0.055 | R err=0.085 grip=0.008 | block xy=0.082 z=0.115 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.046 xy=0.029 z=0.036 | tray goal=0.055 | R err=0.086 grip=0.008 | block xy=0.075 z=0.094 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.046 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.089 grip=0.008 | block xy=0.066 z=0.076 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.046 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.085 grip=0.008 | block xy=0.060 z=0.075 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.045 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.077 grip=0.008 | block xy=0.051 z=0.078 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.045 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.065 grip=0.008 | block xy=0.040 z=0.084 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=right_above | L err=0.045 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.061 grip=0.008 | block xy=0.035 z=0.087 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase transition: right_above -> open_above
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.058 grip=0.030 | block xy=0.032 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.057 grip=0.033 | block xy=0.031 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.057 grip=0.035 | block xy=0.031 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.057 grip=0.037 | block xy=0.030 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase transition: open_above -> descend
phase=descend | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.054 grip=0.037 | block xy=0.026 z=0.054 | lift=-0.001 speed=0.000 | tray_xy=0.287
phase transition: descend -> close
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.029 grip=0.035 | block xy=0.025 z=0.021 | lift=-0.001 speed=0.054 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.024 grip=0.034 | block xy=0.023 z=0.017 | lift=-0.002 speed=0.004 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.022 grip=0.033 | block xy=0.022 z=0.015 | lift=-0.002 speed=0.003 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.021 grip=0.033 | block xy=0.021 z=0.015 | lift=-0.002 speed=0.003 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.020 grip=0.033 | block xy=0.021 z=0.014 | lift=-0.002 speed=0.003 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.019 grip=0.033 | block xy=0.020 z=0.014 | lift=-0.002 speed=0.002 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.018 grip=0.033 | block xy=0.020 z=0.013 | lift=-0.002 speed=0.002 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.017 grip=0.033 | block xy=0.020 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.287
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.017 grip=0.033 | block xy=0.019 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.288
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.016 grip=0.033 | block xy=0.019 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.288
phase=close | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.016 grip=0.032 | block xy=0.019 z=0.011 | lift=-0.002 speed=0.002 | tray_xy=0.288
phase=close | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.015 grip=0.032 | block xy=0.019 z=0.011 | lift=-0.002 speed=0.002 | tray_xy=0.288
phase transition: close -> lift
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.156 grip=0.032 | block xy=0.019 z=0.011 | lift=-0.001 speed=0.094 | tray_xy=0.286
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.159 grip=0.032 | block xy=0.018 z=0.011 | lift=-0.001 speed=0.065 | tray_xy=0.280
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.160 grip=0.032 | block xy=0.018 z=0.011 | lift=-0.001 speed=0.049 | tray_xy=0.277
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.161 grip=0.032 | block xy=0.018 z=0.011 | lift=-0.000 speed=0.039 | tray_xy=0.276
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.160 grip=0.032 | block xy=0.018 z=0.011 | lift=0.002 speed=0.031 | tray_xy=0.275
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.155 grip=0.032 | block xy=0.018 z=0.011 | lift=0.008 speed=0.044 | tray_xy=0.275
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.150 grip=0.032 | block xy=0.018 z=0.011 | lift=0.013 speed=0.047 | tray_xy=0.275
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.149 grip=0.032 | block xy=0.018 z=0.011 | lift=0.015 speed=0.047 | tray_xy=0.275
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.145 grip=0.032 | block xy=0.018 z=0.011 | lift=0.019 speed=0.049 | tray_xy=0.275
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.136 grip=0.032 | block xy=0.019 z=0.011 | lift=0.028 speed=0.053 | tray_xy=0.275
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.130 grip=0.032 | block xy=0.019 z=0.011 | lift=0.034 speed=0.056 | tray_xy=0.276
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.124 grip=0.032 | block xy=0.019 z=0.010 | lift=0.041 speed=0.064 | tray_xy=0.276
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.113 grip=0.032 | block xy=0.019 z=0.010 | lift=0.052 speed=0.074 | tray_xy=0.277
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.105 grip=0.032 | block xy=0.019 z=0.010 | lift=0.060 speed=0.079 | tray_xy=0.278
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.098 grip=0.032 | block xy=0.020 z=0.009 | lift=0.067 speed=0.081 | tray_xy=0.278
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.089 grip=0.032 | block xy=0.020 z=0.009 | lift=0.076 speed=0.058 | tray_xy=0.279
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.085 grip=0.032 | block xy=0.020 z=0.009 | lift=0.080 speed=0.032 | tray_xy=0.280
phase transition: lift -> place_above
phase=place_above | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.272 grip=0.032 | block xy=0.019 z=0.010 | lift=0.068 speed=0.329 | tray_xy=0.267
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.263 grip=0.032 | block xy=0.019 z=0.011 | lift=0.049 speed=0.334 | tray_xy=0.249
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.256 grip=0.031 | block xy=0.018 z=0.012 | lift=0.036 speed=0.221 | tray_xy=0.234
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.248 grip=0.031 | block xy=0.018 z=0.013 | lift=0.031 speed=0.138 | tray_xy=0.222
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.238 grip=0.031 | block xy=0.018 z=0.013 | lift=0.033 speed=0.125 | tray_xy=0.211
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.222 grip=0.031 | block xy=0.018 z=0.013 | lift=0.041 speed=0.133 | tray_xy=0.196
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.207 grip=0.031 | block xy=0.019 z=0.012 | lift=0.050 speed=0.154 | tray_xy=0.183
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.183 grip=0.031 | block xy=0.019 z=0.011 | lift=0.067 speed=0.159 | tray_xy=0.164
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.169 grip=0.031 | block xy=0.019 z=0.011 | lift=0.074 speed=0.143 | tray_xy=0.151
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.156 grip=0.031 | block xy=0.020 z=0.011 | lift=0.080 speed=0.143 | tray_xy=0.139
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.142 grip=0.031 | block xy=0.020 z=0.011 | lift=0.086 speed=0.140 | tray_xy=0.126
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.129 grip=0.031 | block xy=0.020 z=0.010 | lift=0.090 speed=0.132 | tray_xy=0.113
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.113 grip=0.031 | block xy=0.020 z=0.010 | lift=0.092 speed=0.129 | tray_xy=0.095
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.102 grip=0.031 | block xy=0.020 z=0.010 | lift=0.092 speed=0.128 | tray_xy=0.082
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.094 grip=0.031 | block xy=0.020 z=0.010 | lift=0.092 speed=0.128 | tray_xy=0.072
phase transition: place_above -> place_down
phase=place_down | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.076 grip=0.031 | block xy=0.020 z=0.010 | lift=0.082 speed=0.241 | tray_xy=0.059
phase transition: place_down -> release
phase=release | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.054 grip=0.032 | block xy=0.020 z=0.012 | lift=0.051 speed=0.307 | tray_xy=0.043
phase=release | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.049 grip=0.036 | block xy=0.016 z=0.022 | lift=0.014 speed=0.019 | tray_xy=0.033
phase=release | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.049 grip=0.037 | block xy=0.015 z=0.016 | lift=0.015 speed=0.033 | tray_xy=0.032
phase=release | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.048 grip=0.037 | block xy=0.014 z=0.014 | lift=0.015 speed=0.006 | tray_xy=0.030
phase=release | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.048 grip=0.037 | block xy=0.014 z=0.012 | lift=0.015 speed=0.005 | tray_xy=0.029
phase=release | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.047 grip=0.037 | block xy=0.013 z=0.012 | lift=0.015 speed=0.004 | tray_xy=0.028
